23,38,-1
24,26,-1
17,62,-1
23,62,-1
34,1,-1
40,1,-1
17,20,-1
23,20,-1
17,31,-1
23,31,-1
0,8,-1
29,38,-1
29,62,-1
38,18,-1
29,31,-1
31,12,-1
8,11,-1
17,0,-1
23,0,-1
20,11,-1
24,43,-1
29,0,-1
62,20,-1
17,26,-1
23,26,-1
39,1,-1
55,5,-1
29,26,-1
5,8,-1
11,8,-1
27,12,-1
43,18,-1
24,36,-1
36,12,-1
24,27,-1
24,60,-1
60,18,-1
17,43,-1
23,43,-1
24,51,-1
29,60,-1
45,5,-1
29,43,-1
48,5,-1
24,38,-1
44,1,-1
24,62,-1
66,5,-1
24,20,-1
24,31,-1
1,8,-1
26,12,-1
17,36,-1
23,36,-1
17,27,-1
23,27,-1
17,60,-1
12,11,-1
29,36,-1
23,60,-1
51,18,-1
17,51,-1
23,51,-1
29,27,-1
29,51,-1
18,11,-1
24,0,-1
17,38,-1
