30,0,-1
37,1,-1
52,74,-1
32,62,-1
35,18,-1
67,96,-1
52,1,-1
5,9,-1
64,96,-1
70,19,-1
25,36,-1
32,86,-1
28,36,-1
89,5,-1
25,93,-1
28,93,-1
62,18,-1
28,74,-1
52,36,-1
32,35,-1
32,0,-1
25,62,-1
32,24,-1
52,93,-1
28,62,-1
25,86,-1
28,86,-1
66,96,-1
82,5,-1
32,70,-1
60,1,-1
19,9,-1
52,62,-1
88,5,-1
91,5,-1
32,74,-1
28,0,-1
9,18,-1
25,24,-1
25,0,-1
93,19,-1
25,35,-1
28,24,-1
28,35,-1
52,86,-1
36,18,-1
52,24,-1
52,35,-1
25,70,-1
68,96,-1
59,1,-1
28,70,-1
32,36,-1
74,19,-1
18,9,-1
24,9,-1
25,74,-1
32,93,-1
86,19,-1
52,70,-1
