12,0,-1
13,0,-1
12,1,-1
13,1,-1
12,6,-1
13,6,-1
12,7,-1
13,7,-1
12,8,-1
13,8,-1
12,9,-1
13,9,-1
12,10,-1
13,10,-1
12,11,-1
13,11,-1
15,12,-1
17,12,-1
18,12,-1
19,12,-1
24,12,-1
25,12,-1
26,12,-1
27,12,-1
30,12,-1
32,12,-1
33,12,-1
37,12,-1
38,12,-1
39,12,-1
15,13,-1
17,13,-1
18,13,-1
19,13,-1
24,13,-1
25,13,-1
26,13,-1
27,13,-1
30,13,-1
32,13,-1
33,13,-1
37,13,-1
38,13,-1
39,13,-1
13,12,-1
18,0,-1
32,0,-1
38,0,-1
39,0,-1
18,1,-1
25,1,-1
27,1,-1
30,1,-1
38,1,-1
27,6,-1
17,7,-1
15,8,-1
18,8,-1
26,8,-1
27,8,-1
33,8,-1
38,8,-1
39,8,-1
15,9,-1
17,9,-1
30,9,-1
37,9,-1
38,9,-1
39,9,-1
30,10,-1
32,10,-1
39,10,-1
26,11,-1
27,11,-1
30,11,-1
33,11,-1
